onehot__InternetService_DSL,onehot__InternetService_Fiber optic,onehot__InternetService_No,onehot__Contract_Month-to-month,onehot__Contract_One year,onehot__Contract_Two year,onehot__PaymentMethod_Bank transfer (automatic),onehot__PaymentMethod_Credit card (automatic),onehot__PaymentMethod_Electronic check,onehot__PaymentMethod_Mailed check,power__Charges_Total,quantile__tenure,quantile__Charges_Monthly,remainder__SeniorCitizen,remainder__Partner,remainder__Dependents,remainder__OnlineSecurity,remainder__OnlineBackup,remainder__DeviceProtection,remainder__TechSupport,remainder__StreamingTV,remainder__StreamingMovies,remainder__PaperlessBilling
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5922932424931366,1.378113758954345,1.802084840712336,0,1,0,1,1,1,1,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6239585416639645,-0.4752137400618248,-0.5467003923959778,1,1,0,0,0,0,0,1,1,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.090094926919049,0.5701609063769159,0.7525766242059567,0,0,0,1,0,1,0,1,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2780421348091895,-0.7782249060548562,-1.0062105166453408,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.5135306649765967,-0.9856104168672697,-1.4215561053091323,0,1,1,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.131288003925419,-1.2585076890467706,0.9534930016811651,0,0,0,0,0,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0921671328620951,0.40607882375069193,-0.704514229466868,0,0,0,0,0,1,1,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7679780895618223,0.6333171952445416,-0.170730315620262,0,1,1,0,0,1,0,0,1,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.9283256752595388,-5.199337582605575,-2.1440106677777533,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0545584552881107,5.19933758270342,-0.11946760342846592,0,1,1,1,1,1,1,1,1,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1029717772365506,1.077445511147958,0.11441489263000099,0,0,0,1,1,1,0,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2510956717146565,-0.370901751289097,2.130814725197816,0,1,1,1,0,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9986335331256556,-1.1024403670151643,0.5969353414048746,0,0,0,0,0,1,1,1,0,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4333055140697455,-0.5657384816732594,-0.1345591227946015,0,1,1,1,0,0,0,1,0,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.950616525291497,1.525529316273139,-0.23421919391461965,0,1,1,1,1,0,1,1,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9380978233229491,-0.6642872083307604,-0.6927148969290063,0,0,0,0,0,0,0,1,0,1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.137551082378678,0.7282403553007382,-1.0272467187906675,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2776194969649001,-0.6642872083307604,1.179401750967482,1,0,0,0,0,1,0,1,1,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04579321928730202,0.8995338605921865,-0.9549130071814036,0,1,0,0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08807585508271511,5.19933758270342,-1.4215561053091323,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5465126368272142,1.077445511147958,1.684463684524537,1,0,0,0,1,1,0,1,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.47218804727058855,-0.370901751289097,-0.6551843062397457,1,0,0,0,1,0,0,1,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8823916318680095,-0.370901751289097,-1.0379371869749336,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1481661080002273,0.7580042333190846,-1.7861555612610769,0,1,1,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8988825449786871,-0.9856104168672697,0.31501172334262695,0,0,0,1,0,0,0,0,0,1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.021719405306785806,5.19933758270342,-1.1521748037349773,0,1,1,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5611663230666717,1.1400769252954,1.8532210089187868,0,1,0,1,1,1,0,1,1,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4541925960620463,1.525529316273139,0.7055299818373915,0,1,1,1,1,1,1,1,1,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2192810390785576,5.19933758270342,-0.7953216439546776,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5099973696500568,-0.40471680821774897,-0.5158784979956844,0,1,1,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.896959533959727,-0.5657384816732594,-0.8179015356232606,0,0,1,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.2246931411889826,0.33617787423419104,-0.908974922317965,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2393844260102553,-1.1024403670151643,-0.3207769875798156,0,0,1,1,0,0,1,0,0,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22940102870112952,-0.12958231367213702,0.225631351212429,0,1,1,1,1,0,0,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8907696857659707,0.5701609063769159,0.08137160939423678,0,0,0,1,0,1,1,1,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8053663507219913,-0.4752137400618248,-0.7227320964621727,0,0,1,0,1,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5413170892066632,-5.199337582605575,0.023839063182251347,1,1,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9976970114525774,0.6611618742897374,0.21684604313579203,0,0,0,0,0,1,0,1,1,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9535623496547427,0.3123760433228348,1.059682011223806,0,1,0,0,0,1,1,1,1,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6967474907515514,-1.2585076890467706,-1.0062105166453408,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5189123280890946,-5.199337582605575,0.1701847241123691,0,0,0,0,0,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3491367040065745,-0.043924024540264145,0.384374765774373,1,0,0,0,1,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1685590556090015,-0.34016306172557254,-0.10450611626071325,0,1,1,0,1,1,1,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5858210904956587,-1.2585076890467706,-0.6927148969290063,0,0,0,0,0,0,0,0,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4205206027678485,-0.043924024540264145,0.42797589705251554,1,1,0,0,1,1,1,1,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5057799083634875,0.5701609063769159,-0.4877361554696225,1,0,0,0,1,0,0,1,1,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0249379870248065,0.38032564176363115,0.9878048164714255,0,0,0,1,1,0,0,0,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.006283448147393814,1.525529316273139,-2.483412964546469,0,1,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4638584963493484,0.1752784285930203,-3.2656838066759,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9273897722921238,-0.40471680821774897,-1.2585076890467706,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2462022610386209,-0.24584036910272783,0.6394618524871729,0,0,0,1,0,1,0,1,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01910078470387024,1.525529316273139,-1.5135889315270525,0,1,1,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6205441199304185,-0.12958231367213702,-0.9734487290930867,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6593052569207023,1.525529316273139,2.0224048956361877,0,0,0,0,1,1,1,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.884431640370265,-0.6642872083307604,-0.6271963576001219,0,1,0,0,0,0,1,1,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.3308382748044227,1.077445511147958,0.6768541480424047,0,1,1,1,1,1,1,1,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5705606095802299,0.027604016757952005,-1.9858764248174547,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9544912476601467,0.4334819661117883,0.5768155497456172,0,0,0,1,1,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5849809830861605,-0.7782249060548562,0.16128127334986397,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.7624242162755062,-5.199337582605575,-0.6754880379683159,0,0,0,0,0,0,0,0,1,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3673392921916843,0.40607882375069193,-0.5667595863076876,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0416597754886352,0.602943093848241,0.5192253494916858,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.06235616114768277,0.8995338605921865,-1.3432866315231822,0,0,1,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7772159159010322,1.378113758954345,-0.5057772755274353,0,0,0,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.053243734969723434,-0.370901751289097,0.8698463380137418,0,1,0,0,1,0,0,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25128637504772616,-0.40471680821774897,-0.2524552445325464,0,0,0,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0342110724980615,0.38032564176363115,1.1595151955276424,0,0,0,1,1,0,0,1,1,1
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5994145998209044,5.19933758270342,1.5175450472144192,0,1,0,1,1,1,1,0,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.9926106824570063,-0.4752137400618248,-1.7861555612610769,0,1,1,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7618676312351358,-0.8373383608517686,-0.19825846997989816,0,0,0,0,0,1,0,1,0,0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8582905692833893,-0.304481925592967,-1.2982710982714525,0,1,1,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5149253667624183,1.2101372641333108,1.3259629697488577,0,1,1,0,1,0,1,1,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5440225511616033,0.9815403910462731,2.1719931235668435,0,1,1,1,1,1,1,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33601576069753664,0.12199509496959775,-0.15492952527077714,0,0,0,1,1,0,1,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7908283117473026,-0.8995338605921868,0.14920912356339405,0,0,0,0,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1189539257205475,-0.24584036910272783,0.4007113961594747,0,1,0,1,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4437260171092512,0.9815403910462731,1.3494976421228684,0,1,0,1,1,0,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32736138096355977,-0.07157147317761985,0.5321897309193043,1,1,0,0,0,1,0,1,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0028358875605412,-0.8995338605921868,-0.3730235294112785,0,0,0,1,0,0,1,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.7330169899147991,-1.2585076890467706,-1.2982710982714525,0,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.001033372283131399,-0.4752137400618248,1.2713367144071954,0,1,0,0,0,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.944453207070918,0.7884553079874755,-0.07408727446138573,0,1,0,1,0,0,1,0,1,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1466423697253016,-0.34016306172557254,-0.11868555184445967,0,0,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43326183708988286,-0.6642872083307604,0.27830168756579526,0,0,0,0,0,0,0,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3172661572207942,-0.6119957936995944,0.4640071225613518,1,0,0,0,0,1,0,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7464099686832252,-0.8995338605921868,0.5163562651199477,0,0,0,0,0,0,1,0,1,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2716070822045704,0.6333171952445416,1.3402004659340858,0,0,0,1,0,1,0,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1291644665647325,0.6943105320478632,0.5603482703776247,0,0,0,1,1,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8001854159841056,-0.9856104168672697,1.225942748902993,0,1,1,0,0,1,0,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.7969049342065426,-1.2585076890467706,-1.8587466122710703,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9777618960651557,0.8995338605921865,-0.060363153063468705,0,0,0,1,1,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5733167537635098,-0.043924024540264145,1.2312798427797058,1,1,0,1,0,1,0,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6863572367221147,-5.199337582605575,-0.5307448590321736,0,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1186205634863708,0.602943093848241,0.800496097974559,0,1,0,0,0,0,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.201676662307992,0.6333171952445416,1.3752275558941702,0,1,0,0,1,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07810385817238988,-0.16128127334986397,-0.14097728394034725,0,0,0,0,0,0,0,1,1,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.3662707567446826,-0.8373383608517686,-1.918441485013229,0,1,1,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8620091836208351,-0.7184619962535121,-0.5849838760189251,0,0,1,1,0,0,1,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.18170193730664158,-0.5657384816732594,1.097844783708499,0,1,0,0,0,1,0,1,1,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2781438251283495,0.8607252382582696,0.9766676080799396,0,1,0,0,0,0,0,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8000862526315671,0.12199509496959775,1.2075322646773317,0,1,0,0,0,1,0,1,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3006934442348146,0.6943105320478632,1.4903351443303179,0,0,0,1,0,0,1,1,1,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.42742936227207795,0.21877306861158433,-1.2585076890467706,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.008476182817098016,1.2867019355423475,-1.1997660052684798,0,1,1,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.7117230575366862,5.19933758270342,2.4102813174609183,0,1,0,1,1,1,1,1,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.6598085857715632,1.378113758954345,2.1346672099160555,1,1,0,1,1,1,1,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1216039918112688,-0.7782249060548562,-0.7298768476296303,0,0,1,1,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1162254203487352,0.8607252382582696,0.3574957320533234,0,1,0,1,1,1,1,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0847242496562715,0.6611618742897374,0.5235370133423165,0,1,1,0,0,0,0,0,1,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.975232786588838,0.8607252382582696,-0.03136936165920781,0,1,0,1,0,1,0,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.007991895589783858,-0.4390012085038276,0.9515182841460368,1,1,1,0,0,0,0,1,1,1
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.615774416092449,5.19933758270342,1.365257371218065,1,1,0,0,1,1,0,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21483854058599303,-0.19442151365869756,0.40880511937045716,0,0,0,0,0,0,0,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0267867669685298,-1.1024403670151643,0.4236859024509531,0,0,0,0,1,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.204940425163247,0.8231716109385887,0.6425432443553143,1,1,0,0,1,0,0,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.03707536529634,-1.1024403670151643,0.15428615848632776,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.925089790880779,-5.199337582605575,-1.7861555612610769,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6063851103946405,-0.7782249060548562,0.11820414480337647,0,0,0,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3500243862480499,-0.9856104168672697,-0.7273802342578508,1,1,0,0,0,1,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2119181019485014,-0.4752137400618248,0.33883406866792753,0,0,0,0,0,0,0,0,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2225342323729305,-1.1024403670151643,-0.4445338563564666,0,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2525247326163258,0.9377977680303106,0.6549304836891207,1,0,0,0,0,1,0,0,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.524564715609922,0.1752784285930203,0.2001780397158281,0,0,0,1,1,1,1,1,0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2059408544064936,0.6333171952445416,1.137677300665421,0,0,0,1,1,0,0,1,1,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.19975365873411957,0.4334819661117883,-1.1743865247136833,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.30965683001714067,0.287442172763095,-1.0272467187906675,0,1,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.437904170721949,-0.4752137400618248,-0.3834646909953182,0,0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8001667180736177,0.15112149093066193,1.1546146901626584,0,0,0,0,0,1,0,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3779629601364059,-0.6119957936995944,0.35215139697893266,0,0,0,0,1,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4420464224053431,0.027604016757952005,0.3574957320533234,0,1,1,0,1,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.950676222536245,0.35749573205332313,0.7884553079874755,0,1,1,0,0,1,0,1,1,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9469339621565301,0.4334819661117883,0.5092020438642008,0,1,1,1,1,0,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3040525373100047,0.7580042333190846,1.044408794872596,1,1,0,0,0,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13391074371991557,0.5701609063769159,-0.7237511667150687,0,0,0,0,1,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6258926341049376,-0.7782249060548562,0.3242539956857449,0,0,0,0,0,0,0,1,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05445865219087296,-0.24584036910272783,0.0698945249328086,1,1,0,0,1,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07395928795404855,-0.4752137400618248,1.0230032560702351,0,0,0,1,0,0,0,1,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7382233717092488,-0.5220987143284742,-0.6763816371627851,0,1,1,0,1,0,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1578449873349732,0.6333171952445416,0.8284646485811346,0,0,0,0,0,1,0,1,1,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0315676431282232,-0.4752137400618248,-1.659092784158064,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6591250990024553,-0.7782249060548562,-0.03136936165920781,0,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9919456189541258,0.3123760433228348,1.059682011223806,0,0,0,1,1,1,0,0,1,1
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.459523208731626,1.0272467187906675,1.3589129518125596,0,1,1,0,0,1,1,1,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.204117757798136,0.4864803604206456,1.7739218615170373,0,0,1,1,1,1,0,1,1,1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.035957485879273776,0.8995338605921865,-1.1521748037349773,0,1,1,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7042882188404243,0.07660354475064655,0.9694267073728421,0,0,0,0,0,0,1,1,1,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.1343965534037221,-0.5657384816732594,-1.3432866315231822,0,1,1,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.541563878815156,-5.199337582605575,0.022584156380876273,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.47475366878330016,0.19570017830120398,-1.5135889315270525,0,1,1,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.456934759459035,-5.199337582605575,0.6502735865864834,0,0,0,0,0,0,0,1,1,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.9238040691718918,-5.199337582605575,-1.659092784158064,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1426736988072839,1.2867019355423475,-0.930036179723713,0,1,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1476108787149846,5.19933758270342,0.015055393207698744,0,1,1,1,1,1,0,1,0,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.421384325044062,-0.07157147317761985,0.6895289039903829,0,1,0,1,1,1,1,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4211509074058413,-1.1024403670151643,-0.7427875531414516,0,0,0,0,1,0,0,0,0,0
